acc,prec,rec,epc_at,f1,auc,datasetname,errtype,errperc,feattype,featname,modelname,modeltype
0.9169,0.9602,0.9043,,0.9314,0.6534,loan_approval.csv,Missing,0,discrete,commercial_assets_value,Linear Discriminant Analysis,Linear
0.9754,0.9904,0.97,,0.9801,0.5,loan_approval.csv,Outlier,0,discrete,no_of_dependents,Decision Tree Classifier,Single Tree
0.6241,0.6241,1.0,,0.7686,0.5,loan_approval.csv,Outlier,0,discrete,no_of_dependents,Dummy Classifier,Heuristic based
0.9169,0.9602,0.9043,,0.9314,0.6534,loan_approval.csv,Outlier,0,discrete,luxury_assets_value,Linear Discriminant Analysis,Linear
0.6241,0.6241,1.0,,0.7686,0.5,loan_approval.csv,Outlier,0,discrete,luxury_assets_value,Dummy Classifier,Heuristic based
0.9754,0.9904,0.97,,0.9801,0.5,loan_approval.csv,Outlier,0,discrete,luxury_assets_value,Decision Tree Classifier,Single Tree
0.9754,0.9904,0.97,,0.9801,0.5,loan_approval.csv,Outlier,0,discrete,bank_asset_value,Decision Tree Classifier,Single Tree
0.6241,0.6241,1.0,,0.7686,0.5,loan_approval.csv,Outlier,0,categorical String,education,Dummy Classifier,Heuristic based
0.6241,0.6241,1.0,,0.7686,0.5,loan_approval.csv,Noisy,0,discrete,loan_amount,Dummy Classifier,Heuristic based
0.9169,0.9602,0.9043,,0.9314,0.6534,loan_approval.csv,Noisy,0,discrete,loan_term,Linear Discriminant Analysis,Linear
0.6241,0.6241,1.0,,0.7686,0.5,loan_approval.csv,Noisy,0,discrete,cibil_score,Dummy Classifier,Heuristic based
0.9169,0.9602,0.9043,,0.9314,0.6534,loan_approval.csv,Noisy,0,discrete,bank_asset_value,Linear Discriminant Analysis,Linear
0.9789,0.9905,0.9756,,0.983,0.357,loan_approval.csv,Noisy,0,categorical String,education,Cat Boost Classifier,Ensemble Tree
0.6241,0.6241,1.0,,0.7686,0.5,loan_approval.csv,Noisy,0,categorical String,education,Support Vector Machine,Linear
0.3759,0.0,0.0,,0.0,0.5,loan_approval.csv,Noisy,0,categorical String,education,Gaussian Process Classifier,Probabilistic
0.8068,0.8016,0.9174,,0.8556,0.7498,loan_approval.csv,Noisy,0,categorical String,self_employed,Logistic Regression,Linear
0.9888,0.9661,0.9864,,0.9761,0.455,Occupancy.csv,,0,,,K-Neighborg Classifier,Neighborg based
0.9895,0.9615,0.9948,,0.9778,0.0942,Occupancy.csv,Missing,0,continue,Temperature,MLP Classifier,Neural Networks
0.9895,0.9615,0.9948,,0.9778,0.0942,Occupancy.csv,Missing,0,continue,Humidity,MLP Classifier,Neural Networks
0.7682,0.0,0.0,,0.0,0.0135,Occupancy.csv,Missing,0,continue,Humidity,Extra Tree Classifier,Single Tree
0.7687,0.75,0.0031,,0.0063,0.4722,Occupancy.csv,Missing,0,continue,Light,Gaussian Naive Bayes,Probabilistic
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,Missing,0,continue,Light,Ada Boost Classifier,Ensemble Tree
0.7682,0.0,0.0,,0.0,0.0108,Occupancy.csv,Missing,0,continue,Light,Random Forest Classifier,Ensemble Tree
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,Missing,0,continue,CO2,Dummy Classifier,Heuristic based
0.7682,0.0,0.0,,0.0,0.0108,Occupancy.csv,Missing,0,continue,CO2,Random Forest Classifier,Ensemble Tree
0.9888,0.9661,0.9864,,0.9761,0.455,Occupancy.csv,Missing,0,,date,K-Neighborg Classifier,Neighborg based
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,Missing,0,,date,Dummy Classifier,Heuristic based
0.9895,0.9615,0.9948,,0.9778,0.0942,Occupancy.csv,Missing,0,,date,MLP Classifier,Neural Networks
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,DuplicatedAll,0,target,Occupancy,Quadratic Discriminant Analysis,Probabilistic
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,DuplicatedAll,0,target,Occupancy,Ada Boost Classifier,Ensemble Tree
0.7682,0.0,0.0,,0.0,0.0108,Occupancy.csv,DuplicatedAll,0,target,Occupancy,Random Forest Classifier,Ensemble Tree
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,DuplicatedAll,0,target,Occupancy,Gradient Boosting Classifier,Ensemble Tree
0.9878,0.9631,0.9853,,0.9741,0.0453,Occupancy.csv,Outlier,0,continue,Temperature,Logistic Regression,Linear
0.7687,0.75,0.0031,,0.0063,0.4722,Occupancy.csv,Outlier,0,continue,Humidity,Gaussian Naive Bayes,Probabilistic
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,Outlier,0,continue,Humidity,Dummy Classifier,Heuristic based
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,Outlier,0,continue,Humidity,Gradient Boosting Classifier,Ensemble Tree
0.9895,0.9615,0.9948,,0.9778,0.0942,Occupancy.csv,Outlier,0,continue,Light,MLP Classifier,Neural Networks
0.7687,0.75,0.0031,,0.0063,0.4722,Occupancy.csv,Outlier,0,continue,Light,Gaussian Naive Bayes,Probabilistic
0.7682,0.0,0.0,,0.0,0.0135,Occupancy.csv,Outlier,0,continue,Light,Extra Tree Classifier,Single Tree
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,Outlier,0,continue,CO2,Decision Tree Classifier,Single Tree
0.7682,0.0,0.0,,0.0,0.0079,Occupancy.csv,Outlier,0,continue,CO2,Cat Boost Classifier,Ensemble Tree
0.9891,0.9595,0.9948,,0.9768,0.0,Occupancy.csv,Outlier,0,continue,CO2,SGD Classifier,Linear
0.7682,0.5,0.001,,0.0021,0.0,Occupancy.csv,Outlier,0,continue,HumidityRatio,Ridge Classifier,Linear
0.7682,0.0,0.0,,0.0,0.0135,Occupancy.csv,Outlier,0,continue,HumidityRatio,Extra Tree Classifier,Single Tree
0.7682,0.5,0.001,,0.0021,0.0,Occupancy.csv,Outlier,0,,date,Ridge Classifier,Linear
0.9888,0.9661,0.9864,,0.9761,0.455,Occupancy.csv,Outlier,0,,date,K-Neighborg Classifier,Neighborg based
0.7682,0.0,0.0,,0.0,0.0135,Occupancy.csv,Outlier,0,,date,Extra Tree Classifier,Single Tree
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,Outlier,0,,date,Ada Boost Classifier,Ensemble Tree
0.7687,0.75,0.0031,,0.0063,0.4722,Occupancy.csv,Outlier,0,,date,Gaussian Naive Bayes,Probabilistic
0.9888,0.9661,0.9864,,0.9761,0.455,Occupancy.csv,Noisy,0,continue,Temperature,K-Neighborg Classifier,Neighborg based
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,Noisy,0,continue,Temperature,Decision Tree Classifier,Single Tree
0.7682,0.0,0.0,,0.0,0.0135,Occupancy.csv,Noisy,0,continue,Temperature,Extra Tree Classifier,Single Tree
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,Noisy,0,continue,Temperature,Gradient Boosting Classifier,Ensemble Tree
0.7682,0.5,0.001,,0.0021,0.0,Occupancy.csv,Noisy,0,continue,Humidity,Ridge Classifier,Linear
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,Noisy,0,continue,Humidity,Ada Boost Classifier,Ensemble Tree
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,Noisy,0,continue,Humidity,Gradient Boosting Classifier,Ensemble Tree
0.7682,0.0,0.0,,0.0,0.0079,Occupancy.csv,Noisy,0,continue,Humidity,Cat Boost Classifier,Ensemble Tree
0.7682,0.0,0.0,,0.0,0.0079,Occupancy.csv,Noisy,0,continue,Light,Cat Boost Classifier,Ensemble Tree
0.7682,0.5,0.001,,0.0021,0.0,Occupancy.csv,Noisy,0,continue,CO2,Ridge Classifier,Linear
0.9895,0.9615,0.9948,,0.9778,0.0942,Occupancy.csv,Noisy,0,continue,CO2,MLP Classifier,Neural Networks
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,Noisy,0,continue,HumidityRatio,Decision Tree Classifier,Single Tree
0.9891,0.9595,0.9948,,0.9768,0.0,Occupancy.csv,Noisy,0,continue,HumidityRatio,SGD Classifier,Linear
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,Noisy,0,,date,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.4833,penguins_binary_classification.csv,NULL,0,,NULL,Gaussian Naive Bayes,Probabilistic
1.0,1.0,1.0,,1.0,0.5547,penguins_binary_classification.csv,NULL,0,,NULL,Extra Tree Classifier,Single Tree
0.8727,0.96,0.8,,0.8727,0.5,penguins_binary_classification.csv,Missing,0,continue,bill_depth_mm,Gaussian Process Classifier,Probabilistic
1.0,1.0,1.0,,1.0,0.0,penguins_binary_classification.csv,Missing,0,continue,flipper_length_mm,Ridge Classifier,Linear
0.9273,0.9643,0.9,,0.931,0.0,penguins_binary_classification.csv,Missing,0,continue,flipper_length_mm,SGD Classifier,Linear
1.0,1.0,1.0,,1.0,0.5493,penguins_binary_classification.csv,Missing,0,continue,body_mass_g,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0,continue,body_mass_g,Gradient Boosting Classifier,Ensemble Tree
0.5455,0.5455,1.0,,0.7059,0.5,penguins_binary_classification.csv,Missing,0,continue,body_mass_g,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Missing,0,discrete,year,Decision Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5187,penguins_binary_classification.csv,Missing,0,discrete,year,K-Neighborg Classifier,Neighborg based
1.0,1.0,1.0,,1.0,0.5493,penguins_binary_classification.csv,Missing,0,categorical String,island,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.3813,penguins_binary_classification.csv,Missing,0,categorical String,island,Cat Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5547,penguins_binary_classification.csv,DuplicatedAll,0,target,species,Extra Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,DuplicatedAll,0,target,species,Gradient Boosting Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5187,penguins_binary_classification.csv,Outlier,0,continue,bill_length_mm,K-Neighborg Classifier,Neighborg based
1.0,1.0,1.0,,1.0,0.5493,penguins_binary_classification.csv,Outlier,0,continue,flipper_length_mm,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Outlier,0,continue,flipper_length_mm,Gradient Boosting Classifier,Ensemble Tree
0.8727,0.96,0.8,,0.8727,0.5,penguins_binary_classification.csv,Outlier,0,continue,flipper_length_mm,Gaussian Process Classifier,Probabilistic
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,Missing,0,,date,Linear Discriminant Analysis,Linear
0.7682,0.0,0.0,,0.0,0.5,Occupancy.csv,Outlier,0,continue,HumidityRatio,Linear Discriminant Analysis,Linear
0.9273,0.9333,0.9333,,0.9333,0.5093,penguins_binary_classification.csv,Missing,0,continue,bill_length_mm,MLP Classifier,Neural Networks
0.5455,0.5455,1.0,,0.7059,0.416,penguins_binary_classification.csv,Missing,0,continue,bill_length_mm,Support Vector Machine,Linear
0.5455,0.5455,1.0,,0.7059,0.416,penguins_binary_classification.csv,Missing,0,continue,body_mass_g,Support Vector Machine,Linear
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,DuplicatedAll,0,target,species,Linear Discriminant Analysis,Linear
1.0,1.0,1.0,,1.0,0.5493,penguins_binary_classification.csv,Outlier,0,categorical String,island,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.3813,penguins_binary_classification.csv,Noisy,0,discrete,year,Cat Boost Classifier,Ensemble Tree
0.5455,0.5455,1.0,,0.7059,0.5,penguins_binary_classification.csv,Noisy,0,discrete,year,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.5547,penguins_binary_classification.csv,Noisy,0,continue,bill_length_mm,Extra Tree Classifier,Single Tree
0.9273,0.9643,0.9,,0.931,0.0,penguins_binary_classification.csv,Noisy,0,continue,bill_depth_mm,SGD Classifier,Linear
0.9273,0.9643,0.9,,0.931,0.0,penguins_binary_classification.csv,Noisy,0,continue,flipper_length_mm,SGD Classifier,Linear
1.0,1.0,1.0,,1.0,0.5547,penguins_binary_classification.csv,Noisy,0,continue,body_mass_g,Extra Tree Classifier,Single Tree
0.6491,0.7772,0.5832,,0.6664,0.7144,ShippingData.csv,NULL,0,,NULL,Random Forest Classifier,Ensemble Tree
0.6009,0.6009,1.0,,0.7507,0.5,ShippingData.csv,Missing,0,discrete,Cost_of_the_Product,Dummy Classifier,Heuristic based
0.6009,0.6009,1.0,,0.7507,0.499,ShippingData.csv,Missing,0,discrete,Weight_in_gms,Support Vector Machine,Linear
0.655,0.855,0.5129,,0.6411,0.725,ShippingData.csv,Missing,0,categorical Integer,Customer_care_calls,Gradient Boosting Classifier,Ensemble Tree
0.6532,0.8742,0.4939,,0.6312,0.718,ShippingData.csv,Missing,0,categorical Integer,Customer_rating,Ada Boost Classifier,Ensemble Tree
0.6491,0.7772,0.5832,,0.6664,0.7144,ShippingData.csv,Missing,0,categorical Integer,Prior_purchases,Random Forest Classifier,Ensemble Tree
0.6645,0.9492,0.4667,,0.6258,0.6479,ShippingData.csv,Missing,0,categorical Integer,Prior_purchases,MLP Classifier,Neural Networks
0.6464,0.7325,0.6483,,0.6878,0.7119,ShippingData.csv,Missing,0,categorical String,Mode_of_Shipment,Logistic Regression,Linear
0.6645,0.9492,0.4667,,0.6258,0.6479,ShippingData.csv,Missing,0,categorical String,Mode_of_Shipment,MLP Classifier,Neural Networks
0.6491,0.7772,0.5832,,0.6664,0.7144,ShippingData.csv,Missing,0,binary,Gender,Random Forest Classifier,Ensemble Tree
0.6009,0.6009,1.0,,0.7507,0.5,ShippingData.csv,Missing,0,binary,Gender,Dummy Classifier,Heuristic based
0.6532,0.8742,0.4939,,0.6312,0.718,ShippingData.csv,DuplicatedAll,0,target,Reached.on.Time_Y.N,Ada Boost Classifier,Ensemble Tree
0.645,0.7283,0.6528,,0.6885,0.7251,ShippingData.csv,Labels,0,target,Reached.on.Time_Y.N,Linear Discriminant Analysis,Linear
0.6645,0.9492,0.4667,,0.6258,0.6479,ShippingData.csv,Labels,0,target,Reached.on.Time_Y.N,MLP Classifier,Neural Networks
0.655,0.855,0.5129,,0.6411,0.725,ShippingData.csv,Outlier,0,discrete,Weight_in_gms,Gradient Boosting Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,penguins_binary_classification.csv,Noisy,0,discrete,year,Linear Discriminant Analysis,Linear
0.5455,0.5455,1.0,,0.7059,0.416,penguins_binary_classification.csv,Noisy,0,continue,bill_length_mm,Support Vector Machine,Linear
0.6627,0.956,0.4599,,0.621,0.705,ShippingData.csv,NULL,0,,NULL,Quadratic Discriminant Analysis,Probabilistic
0.6545,0.7744,0.5998,,0.676,0.7186,ShippingData.csv,Missing,0,discrete,Cost_of_the_Product,Extra Tree Classifier,Single Tree
0.6555,0.7889,0.5825,,0.6701,0.727,ShippingData.csv,Missing,0,discrete,Weight_in_gms,Cat Boost Classifier,Ensemble Tree
0.6545,0.7744,0.5998,,0.676,0.7186,ShippingData.csv,Missing,0,categorical Integer,Customer_care_calls,Extra Tree Classifier,Single Tree
0.6555,0.7889,0.5825,,0.6701,0.727,ShippingData.csv,Missing,0,categorical String,Warehouse_block,Cat Boost Classifier,Ensemble Tree
0.6455,0.7273,0.6558,,0.6897,0.0,ShippingData.csv,Missing,0,categorical String,Product_importance,Ridge Classifier,Linear
0.4491,0.6554,0.1755,,0.2768,0.5,ShippingData.csv,Missing,0,binary,Gender,Gaussian Process Classifier,Probabilistic
0.4491,0.6554,0.1755,,0.2768,0.5,ShippingData.csv,Outlier,0,discrete,Cost_of_the_Product,Gaussian Process Classifier,Probabilistic
0.6455,0.7273,0.6558,,0.6897,0.0,ShippingData.csv,Outlier,0,discrete,Discount_offered,Ridge Classifier,Linear
0.6009,0.6009,1.0,,0.7507,0.5,ShippingData.csv,Outlier,0,categorical String,Warehouse_block,Dummy Classifier,Heuristic based
0.645,0.7283,0.6528,,0.6885,0.7251,ShippingData.csv,Outlier,0,categorical String,Mode_of_Shipment,Linear Discriminant Analysis,Linear
0.6264,0.6965,0.6702,,0.6831,0.5,ShippingData.csv,Outlier,0,categorical String,Mode_of_Shipment,Decision Tree Classifier,Single Tree
0.6509,0.732,0.6611,,0.6948,0.723,ShippingData.csv,Outlier,0,categorical String,Mode_of_Shipment,K-Neighborg Classifier,Neighborg based
0.6645,0.9492,0.4667,,0.6258,0.6479,ShippingData.csv,Outlier,0,categorical String,Mode_of_Shipment,MLP Classifier,Neural Networks
0.645,0.7283,0.6528,,0.6885,0.7251,ShippingData.csv,Outlier,0,categorical String,Product_importance,Linear Discriminant Analysis,Linear
0.6009,0.6009,1.0,,0.7507,0.5,ShippingData.csv,Outlier,0,categorical String,Product_importance,Dummy Classifier,Heuristic based
0.6532,0.8742,0.4939,,0.6312,0.718,ShippingData.csv,Outlier,0,categorical Integer,Customer_care_calls,Ada Boost Classifier,Ensemble Tree
0.6264,0.6965,0.6702,,0.6831,0.5,ShippingData.csv,Outlier,0,categorical Integer,Customer_care_calls,Decision Tree Classifier,Single Tree
0.6264,0.6965,0.6702,,0.6831,0.5,ShippingData.csv,Outlier,0,categorical Integer,Customer_rating,Decision Tree Classifier,Single Tree
0.655,0.855,0.5129,,0.6411,0.725,ShippingData.csv,Noisy,0,discrete,Cost_of_the_Product,Gradient Boosting Classifier,Ensemble Tree
0.6464,0.7325,0.6483,,0.6878,0.7119,ShippingData.csv,Noisy,0,discrete,Cost_of_the_Product,Logistic Regression,Linear
0.6009,0.6009,1.0,,0.7507,0.5,ShippingData.csv,Noisy,0,discrete,Cost_of_the_Product,Dummy Classifier,Heuristic based
0.6009,0.6009,1.0,,0.7507,0.0,ShippingData.csv,Noisy,0,discrete,Discount_offered,SGD Classifier,Linear
0.6009,0.6009,1.0,,0.7507,0.499,ShippingData.csv,Noisy,0,discrete,Weight_in_gms,Support Vector Machine,Linear
0.6009,0.6009,1.0,,0.7507,0.5,ShippingData.csv,Noisy,0,binary,Gender,Dummy Classifier,Heuristic based
0.6532,0.8742,0.4939,,0.6312,0.718,ShippingData.csv,Noisy,0,categorical String,Warehouse_block,Ada Boost Classifier,Ensemble Tree
0.6645,0.9492,0.4667,,0.6258,0.6479,ShippingData.csv,Noisy,0,categorical String,Warehouse_block,MLP Classifier,Neural Networks
0.6532,0.8742,0.4939,,0.6312,0.718,ShippingData.csv,Noisy,0,categorical Integer,Customer_rating,Ada Boost Classifier,Ensemble Tree
0.655,0.855,0.5129,,0.6411,0.725,ShippingData.csv,Noisy,0,categorical Integer,Prior_purchases,Gradient Boosting Classifier,Ensemble Tree
0.557,1.0,0.527,,0.6903,0.4405,student-mat-5.csv,Labels,0,target,higher,Gaussian Naive Bayes,Probabilistic
0.9367,0.9367,1.0,,0.9673,0.8649,student-mat-5.csv,Outlier,0,categorical String,school,K-Neighborg Classifier,Neighborg based
0.9494,0.9487,1.0,,0.9737,0.6797,student-mat-5.csv,Outlier,0,categorical String,school,Gradient Boosting Classifier,Ensemble Tree
0.9367,0.9367,1.0,,0.9673,0.9243,student-mat-5.csv,Outlier,0,categorical String,school,MLP Classifier,Neural Networks
0.9494,0.9487,1.0,,0.9737,0.6797,student-mat-5.csv,Outlier,0,categorical String,address,Gradient Boosting Classifier,Ensemble Tree
0.9494,0.9605,0.9865,,0.9733,0.7378,student-mat-5.csv,Outlier,0,categorical String,address,Logistic Regression,Linear
0.9367,0.9367,1.0,,0.9673,0.7784,student-mat-5.csv,Outlier,0,categorical String,famsize,Support Vector Machine,Linear
0.9367,0.9367,1.0,,0.9673,0.8649,student-mat-5.csv,Outlier,0,categorical String,famsize,K-Neighborg Classifier,Neighborg based
0.9494,0.9487,1.0,,0.9737,0.6797,student-mat-5.csv,Outlier,0,categorical String,famsize,Gradient Boosting Classifier,Ensemble Tree
0.557,1.0,0.527,,0.6903,0.4405,student-mat-5.csv,Outlier,0,categorical String,famsize,Gaussian Naive Bayes,Probabilistic
0.9367,0.9367,1.0,,0.9673,0.9243,student-mat-5.csv,Outlier,0,categorical String,Pstatus,MLP Classifier,Neural Networks
0.9494,0.9605,0.9865,,0.9733,0.7378,student-mat-5.csv,Outlier,0,categorical String,Pstatus,Logistic Regression,Linear
0.557,1.0,0.527,,0.6903,0.4405,student-mat-5.csv,Outlier,0,categorical String,Pstatus,Gaussian Naive Bayes,Probabilistic
0.9367,0.9367,1.0,,0.9673,0.8392,student-mat-5.csv,Outlier,0,categorical String,Fedu,Cat Boost Classifier,Ensemble Tree
0.9367,0.9367,1.0,,0.9673,0.5,student-mat-5.csv,Outlier,0,categorical String,Fedu,Quadratic Discriminant Analysis,Probabilistic
0.9494,0.9605,0.9865,,0.9733,0.8405,student-mat-5.csv,Outlier,0,categorical String,Fedu,Ada Boost Classifier,Ensemble Tree
0.9367,0.9367,1.0,,0.9673,0.0,student-mat-5.csv,Outlier,0,categorical String,Mjob,Ridge Classifier,Linear
0.9367,0.9367,1.0,,0.9673,0.5,student-mat-5.csv,Outlier,0,categorical String,Mjob,Quadratic Discriminant Analysis,Probabilistic
0.9494,0.9487,1.0,,0.9737,0.6797,student-mat-5.csv,Outlier,0,categorical String,Mjob,Gradient Boosting Classifier,Ensemble Tree
0.9367,0.9367,1.0,,0.9673,0.5,student-mat-5.csv,Outlier,0,categorical String,Fjob,Quadratic Discriminant Analysis,Probabilistic
0.9367,0.9367,1.0,,0.9673,0.8486,student-mat-5.csv,Outlier,0,categorical String,reason,Extra Tree Classifier,Single Tree
0.9367,0.9367,1.0,,0.9673,0.0,student-mat-5.csv,Outlier,0,categorical String,guardian,Ridge Classifier,Linear
0.9367,0.9367,1.0,,0.9673,0.8351,student-mat-5.csv,Outlier,0,categorical String,guardian,Random Forest Classifier,Ensemble Tree
0.9494,0.9487,1.0,,0.9737,0.6797,student-mat-5.csv,Outlier,0,categorical String,guardian,Gradient Boosting Classifier,Ensemble Tree
0.6455,0.7273,0.6558,,0.6897,0.0,ShippingData.csv,Outlier,0,categorical String,Warehouse_block,Ridge Classifier,Linear
0.6655,0.9772,0.4539,,0.6198,0.6917,ShippingData.csv,Outlier,0,categorical String,Mode_of_Shipment,Gaussian Naive Bayes,Probabilistic
0.6555,0.7889,0.5825,,0.6701,0.727,ShippingData.csv,Outlier,0,categorical String,Product_importance,Cat Boost Classifier,Ensemble Tree
0.6655,0.9772,0.4539,,0.6198,0.6917,ShippingData.csv,Noisy,0,discrete,Cost_of_the_Product,Gaussian Naive Bayes,Probabilistic
0.6455,0.7273,0.6558,,0.6897,0.0,ShippingData.csv,Noisy,0,discrete,Cost_of_the_Product,Ridge Classifier,Linear
0.6627,0.956,0.4599,,0.621,0.705,ShippingData.csv,Noisy,0,discrete,Discount_offered,Quadratic Discriminant Analysis,Probabilistic
0.6627,0.956,0.4599,,0.621,0.705,ShippingData.csv,Noisy,0,categorical String,Product_importance,Quadratic Discriminant Analysis,Probabilistic
0.6655,0.9772,0.4539,,0.6198,0.6917,ShippingData.csv,Noisy,0,categorical Integer,Customer_rating,Gaussian Naive Bayes,Probabilistic
0.6655,0.9772,0.4539,,0.6198,0.6917,ShippingData.csv,Noisy,0,categorical Integer,Prior_purchases,Gaussian Naive Bayes,Probabilistic
0.6627,0.956,0.4599,,0.621,0.705,ShippingData.csv,Noisy,0,categorical Integer,Prior_purchases,Quadratic Discriminant Analysis,Probabilistic
0.9367,0.9481,0.9865,,0.9669,0.5,student-mat-5.csv,Outlier,0,discrete,age,Decision Tree Classifier,Single Tree
